symbol,display_symbol,label,thai_name,asset_type,exchange,market,sector,industry,country,currency,aliases,index_memberships,yfinance_symbol,enabled,searchable,coverage_status,security_type,set_symbol,source
TNDT-F.BK,TNDT-F,THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED,บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,TNDT-F|TNDT|THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED|THAI NONDESTRUCTIVE TESTING|บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน)|ไทยเอ็นดีที|บริษัท|ไทย|เอ็น|จำกัด|มหาชน,,TNDT-F.BK,true,true,verified_set_public_listing_partial,F,TNDT-F,set_public_stock_list_api
TNDT.BK,TNDT,THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED,บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,TNDT|THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED|THAI NONDESTRUCTIVE TESTING|บริษัท ไทย เอ็น ดี ที จำกัด (มหาชน)|ไทยเอ็นดีที|บริษัท|ไทย|เอ็น|จำกัด|มหาชน,,TNDT.BK,true,true,verified_set_public_listing_partial,S,TNDT,set_public_stock_list_api
TNH-F.BK,TNH-F,THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED,บริษัท โรงพยาบาลไทยนครินทร์ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,TNH-F|TNH|THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED|THAI NAKARIN HOSPITAL|บริษัท โรงพยาบาลไทยนครินทร์ จำกัด (มหาชน)|โรงพยาบาลไทยนครินทร์|บริษัท|จำกัด|มหาชน,,TNH-F.BK,true,true,verified_set_public_listing_partial,F,TNH-F,set_public_stock_list_api
TNH.BK,TNH,THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED,บริษัท โรงพยาบาลไทยนครินทร์ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,TNH|THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED|THAI NAKARIN HOSPITAL|บริษัท โรงพยาบาลไทยนครินทร์ จำกัด (มหาชน)|โรงพยาบาลไทยนครินทร์|บริษัท|จำกัด|มหาชน,,TNH.BK,true,true,verified_set_public_listing_partial,S,TNH,set_public_stock_list_api
TNITY-F.BK,TNITY-F,TRINITY WATTHANA PUBLIC COMPANY LIMITED,บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน),foreign_stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,TNITY-F|TNITY|TRINITY WATTHANA PUBLIC COMPANY LIMITED|TRINITY WATTHANA|บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน)|ทรีนีตี้วัฒนา|บริษัท|ทรีนีตี้|วัฒนา|จำกัด|มหาชน,,TNITY-F.BK,true,true,verified_set_public_listing_partial,F,TNITY-F,set_public_stock_list_api
TNITY.BK,TNITY,TRINITY WATTHANA PUBLIC COMPANY LIMITED,บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน),stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,TNITY|TRINITY WATTHANA PUBLIC COMPANY LIMITED|TRINITY WATTHANA|บริษัท ทรีนีตี้ วัฒนา จำกัด (มหาชน)|ทรีนีตี้วัฒนา|บริษัท|ทรีนีตี้|วัฒนา|จำกัด|มหาชน,,TNITY.BK,true,true,verified_set_public_listing_partial,S,TNITY,set_public_stock_list_api
TNL-F.BK,TNL-F,THANULUX PUBLIC COMPANY LIMITED,บริษัท ธนูลักษณ์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,TNL-F|TNL|THANULUX PUBLIC COMPANY LIMITED|THANULUX|บริษัท ธนูลักษณ์ จำกัด (มหาชน)|ธนูลักษณ์|บริษัท|จำกัด|มหาชน,,TNL-F.BK,true,true,verified_set_public_listing_partial,F,TNL-F,set_public_stock_list_api
TNL.BK,TNL,THANULUX PUBLIC COMPANY LIMITED,บริษัท ธนูลักษณ์ จำกัด (มหาชน),stock,SET,Thailand,Finance & Securities,Financials,Thailand,THB,TNL|THANULUX PUBLIC COMPANY LIMITED|THANULUX|บริษัท ธนูลักษณ์ จำกัด (มหาชน)|ธนูลักษณ์|บริษัท|จำกัด|มหาชน,,TNL.BK,true,true,verified_set_public_listing_partial,S,TNL,set_public_stock_list_api
TNP-F.BK,TNP-F,THANAPIRIYA PUBLIC COMPANY LIMITED,บริษัท ธนพิริยะ จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,TNP-F|TNP|THANAPIRIYA PUBLIC COMPANY LIMITED|THANAPIRIYA|บริษัท ธนพิริยะ จำกัด (มหาชน)|ธนพิริยะ|บริษัท|จำกัด|มหาชน,,TNP-F.BK,true,true,verified_set_public_listing_partial,F,TNP-F,set_public_stock_list_api
TNP.BK,TNP,THANAPIRIYA PUBLIC COMPANY LIMITED,บริษัท ธนพิริยะ จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,TNP|THANAPIRIYA PUBLIC COMPANY LIMITED|THANAPIRIYA|บริษัท ธนพิริยะ จำกัด (มหาชน)|ธนพิริยะ|บริษัท|จำกัด|มหาชน,,TNP.BK,true,true,verified_set_public_listing_partial,S,TNP,set_public_stock_list_api
TNPC-F.BK,TNPC-F,THAI NAM PLASTIC PUBLIC COMPANY LIMITED,บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Automotive,Industrials,Thailand,THB,TNPC-F|TNPC|THAI NAM PLASTIC PUBLIC COMPANY LIMITED|THAI NAM PLASTIC|บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน)|ไทยนามพลาสติกส์|บริษัท|จำกัด|มหาชน,,TNPC-F.BK,true,true,verified_set_public_listing_partial,F,TNPC-F,set_public_stock_list_api
TNPC.BK,TNPC,THAI NAM PLASTIC PUBLIC COMPANY LIMITED,บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน),stock,SET,Thailand,Automotive,Industrials,Thailand,THB,TNPC|THAI NAM PLASTIC PUBLIC COMPANY LIMITED|THAI NAM PLASTIC|บริษัท ไทยนามพลาสติกส์ จำกัด (มหาชน)|ไทยนามพลาสติกส์|บริษัท|จำกัด|มหาชน,,TNPC.BK,true,true,verified_set_public_listing_partial,S,TNPC,set_public_stock_list_api
TNPF-F.BK,TNPF-F,TRINITY FREEHOLD AND LEASEHOLD PROPERTY FUND,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้,property_fund,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,TNPF-F|TNPF|TRINITY FREEHOLD AND LEASEHOLD PROPERTY FUND|กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้|อสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้,,TNPF-F.BK,true,true,verified_set_public_listing_partial,F,TNPF-F,set_public_stock_list_api
TNPF.BK,TNPF,TRINITY FREEHOLD AND LEASEHOLD PROPERTY FUND,กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้,property_fund,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,TNPF|TRINITY FREEHOLD AND LEASEHOLD PROPERTY FUND|กองทุนรวมอสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้|อสังหาริมทรัพย์และสิทธิการเช่าตรีนิตี้,,TNPF.BK,true,true,verified_set_public_listing_partial,S,TNPF,set_public_stock_list_api
TNR-F.BK,TNR-F,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),foreign_stock,SET,Thailand,Personal Products & Pharmaceuticals,Consumer Products,Thailand,THB,TNR-F|TNR|THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED|THAI NIPPON RUBBER INDUSTRY|บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน)|ไทยนิปปอนรับเบอร์อินดัสตรี้|บริษัท|จำกัด|มหาชน,,TNR-F.BK,true,true,verified_set_public_listing_partial,F,TNR-F,set_public_stock_list_api
TNR.BK,TNR,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน),stock,SET,Thailand,Personal Products & Pharmaceuticals,Consumer Products,Thailand,THB,TNR|THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED|THAI NIPPON RUBBER INDUSTRY|บริษัท ไทยนิปปอนรับเบอร์อินดัสตรี้ จำกัด (มหาชน)|ไทยนิปปอนรับเบอร์อินดัสตรี้|บริษัท|จำกัด|มหาชน,,TNR.BK,true,true,verified_set_public_listing_partial,S,TNR,set_public_stock_list_api
TOA-F.BK,TOA-F,TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED,บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน),foreign_stock,SET,Thailand,Construction Materials,Property & Construction,Thailand,THB,TOA-F|TOA|TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED|TOA PAINT (THAILAND)|บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน)|ทีโอเอเพ้นท์(ประเทศไทย)|บริษัท|ทีโอเอ|เพ้นท์|ประเทศไทย|จำกัด|มหาชน,,TOA-F.BK,true,true,verified_set_public_listing_partial,F,TOA-F,set_public_stock_list_api
TOA.BK,TOA,TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED,บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน),stock,SET,Thailand,Construction Materials,Property & Construction,Thailand,THB,TOA|TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED|TOA PAINT (THAILAND)|บริษัท ทีโอเอ เพ้นท์ (ประเทศไทย) จำกัด (มหาชน)|ทีโอเอเพ้นท์(ประเทศไทย)|บริษัท|ทีโอเอ|เพ้นท์|ประเทศไทย|จำกัด|มหาชน,,TOA.BK,true,true,verified_set_public_listing_partial,S,TOA,set_public_stock_list_api
TOG-F.BK,TOG-F,THAI OPTICAL GROUP PUBLIC COMPANY LIMITED,บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน),foreign_stock,SET,Thailand,Personal Products & Pharmaceuticals,Consumer Products,Thailand,THB,TOG-F|TOG|THAI OPTICAL GROUP PUBLIC COMPANY LIMITED|THAI OPTICAL GROUP|บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน)|ไทยออพติคอลกรุ๊ป|บริษัท|ไทยออพติคอล|กรุ๊ป|จำกัด|มหาชน,,TOG-F.BK,true,true,verified_set_public_listing_partial,F,TOG-F,set_public_stock_list_api
TOG.BK,TOG,THAI OPTICAL GROUP PUBLIC COMPANY LIMITED,บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน),stock,SET,Thailand,Personal Products & Pharmaceuticals,Consumer Products,Thailand,THB,TOG|THAI OPTICAL GROUP PUBLIC COMPANY LIMITED|THAI OPTICAL GROUP|บริษัท ไทยออพติคอล กรุ๊ป จำกัด (มหาชน)|ไทยออพติคอลกรุ๊ป|บริษัท|ไทยออพติคอล|กรุ๊ป|จำกัด|มหาชน,,TOG.BK,true,true,verified_set_public_listing_partial,S,TOG,set_public_stock_list_api
TOP-F.BK,TOP-F,THAI OIL PUBLIC COMPANY LIMITED,บริษัท ไทยออยล์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Energy & Utilities,Resources,Thailand,THB,TOP-F|TOP|THAI OIL PUBLIC COMPANY LIMITED|THAI OIL|บริษัท ไทยออยล์ จำกัด (มหาชน)|ไทยออยล์|บริษัท|จำกัด|มหาชน,,TOP-F.BK,true,true,verified_set_public_listing_partial,F,TOP-F,set_public_stock_list_api
TOP.BK,TOP,THAI OIL PUBLIC COMPANY LIMITED,บริษัท ไทยออยล์ จำกัด (มหาชน),stock,SET,Thailand,Energy & Utilities,Resources,Thailand,THB,TOP|THAI OIL PUBLIC COMPANY LIMITED|THAI OIL|บริษัท ไทยออยล์ จำกัด (มหาชน)|ไทยออยล์|บริษัท|จำกัด|มหาชน,,TOP.BK,true,true,verified_set_public_listing_partial,S,TOP,set_public_stock_list_api
TOPP-F.BK,TOPP-F,THAI O.P.P. PUBLIC COMPANY LIMITED,บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน),foreign_stock,SET,Thailand,Packaging,Industrials,Thailand,THB,TOPP-F|TOPP|THAI O.P.P. PUBLIC COMPANY LIMITED|THAI O.P.P.|บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน)|ไทยโอ.พี.พี.|บริษัท|ไทย|จำกัด|มหาชน,,TOPP-F.BK,true,true,verified_set_public_listing_partial,F,TOPP-F,set_public_stock_list_api
TOPP.BK,TOPP,THAI O.P.P. PUBLIC COMPANY LIMITED,บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน),stock,SET,Thailand,Packaging,Industrials,Thailand,THB,TOPP|THAI O.P.P. PUBLIC COMPANY LIMITED|THAI O.P.P.|บริษัท ไทย โอ.พี.พี. จำกัด (มหาชน)|ไทยโอ.พี.พี.|บริษัท|ไทย|จำกัด|มหาชน,,TOPP.BK,true,true,verified_set_public_listing_partial,S,TOPP,set_public_stock_list_api
TPA.BK,TPA,THAI POLY ACRYLIC PUBLIC COMPANY LIMITED,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),stock,SET,Thailand,Petrochemicals & Chemicals,Industrials,Thailand,THB,TPA|THAI POLY ACRYLIC PUBLIC COMPANY LIMITED|THAI POLY ACRYLIC|บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน)|ไทยโพลีอะคริลิค|บริษัท|จำกัด|มหาชน,,TPA.BK,true,true,verified_set_public_listing_partial,S,TPA,set_public_stock_list_api
TPAC.BK,TPAC,THAI PLASPAC PUBLIC COMPANY LIMITED,บริษัท พลาสติค และหีบห่อไทย จำกัด (มหาชน),stock,SET,Thailand,Packaging,Industrials,Thailand,THB,TPAC|THAI PLASPAC PUBLIC COMPANY LIMITED|THAI PLASPAC|บริษัท พลาสติค และหีบห่อไทย จำกัด (มหาชน)|พลาสติคและหีบห่อไทย|บริษัท|พลาสติค|และหีบห่อไทย|จำกัด|มหาชน,,TPAC.BK,true,true,verified_set_public_listing_partial,S,TPAC,set_public_stock_list_api
TPBI-F.BK,TPBI-F,TPBI PUBLIC COMPANY LIMITED,บริษัท ทีพีบีไอ จำกัด (มหาชน),foreign_stock,SET,Thailand,Packaging,Industrials,Thailand,THB,TPBI-F|TPBI|TPBI PUBLIC COMPANY LIMITED|บริษัท ทีพีบีไอ จำกัด (มหาชน)|ทีพีบีไอ|บริษัท|จำกัด|มหาชน,,TPBI-F.BK,true,true,verified_set_public_listing_partial,F,TPBI-F,set_public_stock_list_api
TPBI.BK,TPBI,TPBI PUBLIC COMPANY LIMITED,บริษัท ทีพีบีไอ จำกัด (มหาชน),stock,SET,Thailand,Packaging,Industrials,Thailand,THB,TPBI|TPBI PUBLIC COMPANY LIMITED|บริษัท ทีพีบีไอ จำกัด (มหาชน)|ทีพีบีไอ|บริษัท|จำกัด|มหาชน,,TPBI.BK,true,true,verified_set_public_listing_partial,S,TPBI,set_public_stock_list_api
TPCH-F.BK,TPCH-F,TPC POWER HOLDING PUBLIC COMPANY LIMITED,บริษัท ทีพีซี เพาเวอร์โฮลดิ้ง จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Resources,Thailand,THB,TPCH-F|TPCH|TPC POWER HOLDING PUBLIC COMPANY LIMITED|TPC POWER HOLDING|บริษัท ทีพีซี เพาเวอร์โฮลดิ้ง จำกัด (มหาชน)|ทีพีซีเพาเวอร์โฮลดิ้ง|บริษัท|ทีพีซี|เพาเวอร์โฮลดิ้ง|จำกัด|มหาชน,,TPCH-F.BK,true,true,verified_set_public_listing_partial,F,TPCH-F,set_public_stock_list_api
TPCH.BK,TPCH,TPC POWER HOLDING PUBLIC COMPANY LIMITED,บริษัท ทีพีซี เพาเวอร์โฮลดิ้ง จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Resources,Thailand,THB,TPCH|TPC POWER HOLDING PUBLIC COMPANY LIMITED|TPC POWER HOLDING|บริษัท ทีพีซี เพาเวอร์โฮลดิ้ง จำกัด (มหาชน)|ทีพีซีเพาเวอร์โฮลดิ้ง|บริษัท|ทีพีซี|เพาเวอร์โฮลดิ้ง|จำกัด|มหาชน,,TPCH.BK,true,true,verified_set_public_listing_partial,S,TPCH,set_public_stock_list_api
TPCS-F.BK,TPCS-F,TPCS PUBLIC COMPANY LIMITED,บริษัท ทีพีซีเอส จำกัด (มหาชน),foreign_stock,SET,Thailand,Industrial Materials & Machinery,Industrials,Thailand,THB,TPCS-F|TPCS|TPCS PUBLIC COMPANY LIMITED|บริษัท ทีพีซีเอส จำกัด (มหาชน)|ทีพีซีเอส|บริษัท|จำกัด|มหาชน|TPCORP-F,,TPCS-F.BK,true,true,verified_set_public_listing_partial,F,TPCS-F,set_public_stock_list_api
TPCS.BK,TPCS,TPCS PUBLIC COMPANY LIMITED,บริษัท ทีพีซีเอส จำกัด (มหาชน),stock,SET,Thailand,Industrial Materials & Machinery,Industrials,Thailand,THB,TPCS|TPCS PUBLIC COMPANY LIMITED|บริษัท ทีพีซีเอส จำกัด (มหาชน)|ทีพีซีเอส|บริษัท|จำกัด|มหาชน|TPCORP,,TPCS.BK,true,true,verified_set_public_listing_partial,S,TPCS,set_public_stock_list_api
TPIPL-F.BK,TPIPL-F,TPI POLENE PUBLIC COMPANY LIMITED,บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),foreign_stock,SET,Thailand,Construction Materials,Property & Construction,Thailand,THB,TPIPL-F|TPIPL|TPI POLENE PUBLIC COMPANY LIMITED|TPI POLENE|บริษัท ทีพีไอ โพลีน จำกัด (มหาชน)|ทีพีไอโพลีน|บริษัท|ทีพีไอ|โพลีน|จำกัด|มหาชน,,TPIPL-F.BK,true,true,verified_set_public_listing_partial,F,TPIPL-F,set_public_stock_list_api
TPIPL.BK,TPIPL,TPI POLENE PUBLIC COMPANY LIMITED,บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),stock,SET,Thailand,Construction Materials,Property & Construction,Thailand,THB,TPIPL|TPI POLENE PUBLIC COMPANY LIMITED|TPI POLENE|บริษัท ทีพีไอ โพลีน จำกัด (มหาชน)|ทีพีไอโพลีน|บริษัท|ทีพีไอ|โพลีน|จำกัด|มหาชน,,TPIPL.BK,true,true,verified_set_public_listing_partial,S,TPIPL,set_public_stock_list_api
TPIPP-F.BK,TPIPP-F,TPI POLENE POWER PUBLIC COMPANY LIMITED,บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Energy & Utilities,Resources,Thailand,THB,TPIPP-F|TPIPP|TPI POLENE POWER PUBLIC COMPANY LIMITED|TPI POLENE POWER|บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน)|ทีพีไอโพลีนเพาเวอร์|บริษัท|ทีพีไอ|โพลีน|เพาเวอร์|จำกัด|มหาชน,,TPIPP-F.BK,true,true,verified_set_public_listing_partial,F,TPIPP-F,set_public_stock_list_api
TPIPP.BK,TPIPP,TPI POLENE POWER PUBLIC COMPANY LIMITED,บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน),stock,SET,Thailand,Energy & Utilities,Resources,Thailand,THB,TPIPP|TPI POLENE POWER PUBLIC COMPANY LIMITED|TPI POLENE POWER|บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน)|ทีพีไอโพลีนเพาเวอร์|บริษัท|ทีพีไอ|โพลีน|เพาเวอร์|จำกัด|มหาชน,,TPIPP.BK,true,true,verified_set_public_listing_partial,S,TPIPP,set_public_stock_list_api
TPL-F.BK,TPL-F,Thai Parcels Public Company Limited,บริษัท ไทยพาร์เซิล จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Services,Thailand,THB,TPL-F|TPL|Thai Parcels Public Company Limited|Thai Parcels|บริษัท ไทยพาร์เซิล จำกัด (มหาชน)|ไทยพาร์เซิล|บริษัท|จำกัด|มหาชน,,TPL-F.BK,true,true,verified_set_public_listing_partial,F,TPL-F,set_public_stock_list_api
TPL.BK,TPL,Thai Parcels Public Company Limited,บริษัท ไทยพาร์เซิล จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Services,Thailand,THB,TPL|Thai Parcels Public Company Limited|Thai Parcels|บริษัท ไทยพาร์เซิล จำกัด (มหาชน)|ไทยพาร์เซิล|บริษัท|จำกัด|มหาชน,,TPL.BK,true,true,verified_set_public_listing_partial,S,TPL,set_public_stock_list_api
TPLAS-F.BK,TPLAS-F,THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY LIMITED,บริษัท ไทยอุตสาหกรรมพลาสติก (1994) จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,TPLAS-F|TPLAS|THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY LIMITED|THAI PLASTIC INDUSTRIAL (1994)|บริษัท ไทยอุตสาหกรรมพลาสติก (1994) จำกัด (มหาชน)|ไทยอุตสาหกรรมพลาสติก(1994)|บริษัท|ไทยอุตสาหกรรมพลาสติก|1994|จำกัด|มหาชน,,TPLAS-F.BK,true,true,verified_set_public_listing_partial,F,TPLAS-F,set_public_stock_list_api
TPLAS.BK,TPLAS,THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY LIMITED,บริษัท ไทยอุตสาหกรรมพลาสติก (1994) จำกัด (มหาชน),stock,mai,Thailand,Unclassified,Industrials,Thailand,THB,TPLAS|THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY LIMITED|THAI PLASTIC INDUSTRIAL (1994)|บริษัท ไทยอุตสาหกรรมพลาสติก (1994) จำกัด (มหาชน)|ไทยอุตสาหกรรมพลาสติก(1994)|บริษัท|ไทยอุตสาหกรรมพลาสติก|1994|จำกัด|มหาชน,,TPLAS.BK,true,true,verified_set_public_listing_partial,S,TPLAS,set_public_stock_list_api
TPOLY-F.BK,TPOLY-F,THAI POLYCONS PUBLIC COMPANY LIMITED,บริษัท ไทยโพลีคอนส์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Construction Services,Property & Construction,Thailand,THB,TPOLY-F|TPOLY|THAI POLYCONS PUBLIC COMPANY LIMITED|THAI POLYCONS|บริษัท ไทยโพลีคอนส์ จำกัด (มหาชน)|ไทยโพลีคอนส์|บริษัท|จำกัด|มหาชน,,TPOLY-F.BK,true,true,verified_set_public_listing_partial,F,TPOLY-F,set_public_stock_list_api
TPOLY.BK,TPOLY,THAI POLYCONS PUBLIC COMPANY LIMITED,บริษัท ไทยโพลีคอนส์ จำกัด (มหาชน),stock,SET,Thailand,Construction Services,Property & Construction,Thailand,THB,TPOLY|THAI POLYCONS PUBLIC COMPANY LIMITED|THAI POLYCONS|บริษัท ไทยโพลีคอนส์ จำกัด (มหาชน)|ไทยโพลีคอนส์|บริษัท|จำกัด|มหาชน,,TPOLY.BK,true,true,verified_set_public_listing_partial,S,TPOLY,set_public_stock_list_api
TPP-F.BK,TPP-F,THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED,บริษัท ไทยบรรจุภัณฑ์และการพิมพ์ จำกัด (มหาชน),foreign_stock,SET,Thailand,Packaging,Industrials,Thailand,THB,TPP-F|TPP|THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED|THAI PACKAGING & PRINTING|บริษัท ไทยบรรจุภัณฑ์และการพิมพ์ จำกัด (มหาชน)|ไทยบรรจุภัณฑ์และการพิมพ์|บริษัท|จำกัด|มหาชน,,TPP-F.BK,true,true,verified_set_public_listing_partial,F,TPP-F,set_public_stock_list_api
TPP.BK,TPP,THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED,บริษัท ไทยบรรจุภัณฑ์และการพิมพ์ จำกัด (มหาชน),stock,SET,Thailand,Packaging,Industrials,Thailand,THB,TPP|THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED|THAI PACKAGING & PRINTING|บริษัท ไทยบรรจุภัณฑ์และการพิมพ์ จำกัด (มหาชน)|ไทยบรรจุภัณฑ์และการพิมพ์|บริษัท|จำกัด|มหาชน,,TPP.BK,true,true,verified_set_public_listing_partial,S,TPP,set_public_stock_list_api
TPRIME-F.BK,TPRIME-F,THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ ไพร์ม พร็อพเพอร์ตี้,reit,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,TPRIME-F|TPRIME|THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ ไพร์ม พร็อพเพอร์ตี้|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ไพร์มพร็อพเพอร์ตี้|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์|ไพร์ม|พร็อพเพอร์ตี้,,TPRIME-F.BK,true,true,verified_set_public_listing_partial,F,TPRIME-F,set_public_stock_list_api
TPRIME.BK,TPRIME,THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ ไพร์ม พร็อพเพอร์ตี้,reit,SET,Thailand,Property Fund & REITs,Property & Construction,Thailand,THB,TPRIME|THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ ไพร์ม พร็อพเพอร์ตี้|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ไพร์มพร็อพเพอร์ตี้|ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์|ไพร์ม|พร็อพเพอร์ตี้,,TPRIME.BK,true,true,verified_set_public_listing_partial,S,TPRIME,set_public_stock_list_api
TPS-F.BK,TPS-F,THE PRACTICAL SOLUTION PUBLIC COMPANY LIMITED,บริษัท เดอะแพรคทิเคิลโซลูชั่น จำกัด (มหาชน),foreign_stock,mai,Thailand,Unclassified,Technology,Thailand,THB,TPS-F|TPS|THE PRACTICAL SOLUTION PUBLIC COMPANY LIMITED|PRACTICAL SOLUTION|บริษัท เดอะแพรคทิเคิลโซลูชั่น จำกัด (มหาชน)|เดอะแพรคทิเคิลโซลูชั่น|บริษัท|จำกัด|มหาชน,,TPS-F.BK,true,true,verified_set_public_listing_partial,F,TPS-F,set_public_stock_list_api
